chain_id,start_window,end_window,n_windows,dominant_type,dominant_stage,total_events,mean_severity,max_severity,src_community,dst_community,involved_campaign_segments,persistence_score,representative_src_ip,representative_dst_ip,narrative
CHAIN_00199,65,65,1,injection,initial_access_or_exploitation,107,0.740125,0.740125,2,3,1,0.20061865614538654,192.168.1.30,192.168.1.190,"CHAIN_00199 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 65 to 65 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 107 aggregated suspicious events and has mean severity 0.7401."
CHAIN_00055,38,38,1,ddos,disruption_or_impact,107,0.7401249999999999,0.7401249999999999,1,3,1,0.2006186561453865,192.168.1.31,192.168.1.1,"CHAIN_00055 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 38 to 38 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 107 aggregated suspicious events and has mean severity 0.7401."
CHAIN_00094,44,44,1,dos,disruption_or_impact,132,0.7282857142857143,0.7282857142857143,2,3,1,0.2005811330588949,192.168.1.30,192.168.1.152,"CHAIN_00094 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 44 to 44 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.152. It contains 132 aggregated suspicious events and has mean severity 0.7283."
CHAIN_00130,51,51,1,dos,disruption_or_impact,132,0.7282857142857143,0.7282857142857143,2,3,1,0.2005811330588949,192.168.1.30,192.168.1.190,"CHAIN_00130 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 51 to 51 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 132 aggregated suspicious events and has mean severity 0.7283."
CHAIN_00135,52,52,1,dos,disruption_or_impact,132,0.7282857142857143,0.7282857142857143,2,3,1,0.2005811330588949,192.168.1.30,192.168.1.190,"CHAIN_00135 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 52 to 52 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 132 aggregated suspicious events and has mean severity 0.7283."
CHAIN_00081,42,42,1,dos,disruption_or_impact,124,0.731,0.731,2,3,1,0.20034898460241637,192.168.1.30,192.168.1.190,"CHAIN_00081 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 42 to 42 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 124 aggregated suspicious events and has mean severity 0.7310."
CHAIN_00137,52,52,1,dos,disruption_or_impact,45,0.7675000000000001,0.7675000000000001,2,5,1,0.20026025236092476,192.168.1.30,192.168.1.193,"CHAIN_00137 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 52 to 52 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 45 aggregated suspicious events and has mean severity 0.7675."
CHAIN_00147,54,54,1,dos,disruption_or_impact,45,0.7675000000000001,0.7675000000000001,2,5,1,0.20026025236092476,192.168.1.30,192.168.1.193,"CHAIN_00147 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 54 to 54 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 45 aggregated suspicious events and has mean severity 0.7675."
CHAIN_00150,55,55,1,dos,disruption_or_impact,126,0.7270000000000001,0.7270000000000001,2,3,1,0.19965215158666588,192.168.1.30,192.168.1.190,"CHAIN_00150 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 55 to 55 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 126 aggregated suspicious events and has mean severity 0.7270."
CHAIN_00045,36,36,1,ddos,disruption_or_impact,70,0.7525000000000001,0.7525000000000001,2,3,1,0.199504385118589,192.168.1.30,192.168.1.184,"CHAIN_00045 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 36 to 36 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.184. It contains 70 aggregated suspicious events and has mean severity 0.7525."
CHAIN_00066,39,39,1,dos,disruption_or_impact,130,0.724375,0.724375,2,3,1,0.19948007646425578,192.168.1.30,192.168.1.184,"CHAIN_00066 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 39 to 39 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.184. It contains 130 aggregated suspicious events and has mean severity 0.7244."
CHAIN_00042,36,36,1,ddos,disruption_or_impact,86,0.743,0.743,1,3,1,0.19904335735622136,192.168.1.31,192.168.1.1,"CHAIN_00042 represents a disruption_or_impact campaign dominated by ddos activity, spanning windows 36 to 36 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.1. It contains 86 aggregated suspicious events and has mean severity 0.7430."
CHAIN_00099,45,45,1,dos,disruption_or_impact,121,0.7259285714285715,0.7259285714285715,2,3,1,0.19887800035980838,192.168.1.30,192.168.1.190,"CHAIN_00099 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 45 to 45 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 121 aggregated suspicious events and has mean severity 0.7259."
CHAIN_00163,58,58,1,injection,initial_access_or_exploitation,84,0.742,0.742,1,3,1,0.1986038267356082,192.168.1.31,192.168.1.190,"CHAIN_00163 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 58 to 58 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.190. It contains 84 aggregated suspicious events and has mean severity 0.7420."
CHAIN_00155,56,56,1,dos,disruption_or_impact,128,0.7213333333333334,0.7213333333333334,2,3,1,0.1985765306921275,192.168.1.30,192.168.1.190,"CHAIN_00155 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 56 to 56 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 128 aggregated suspicious events and has mean severity 0.7213."
CHAIN_00160,57,57,1,dos,disruption_or_impact,128,0.7213333333333334,0.7213333333333334,2,3,1,0.1985765306921275,192.168.1.30,192.168.1.190,"CHAIN_00160 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 57 to 57 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.190. It contains 128 aggregated suspicious events and has mean severity 0.7213."
CHAIN_00152,55,55,1,dos,disruption_or_impact,41,0.7615000000000001,0.7615000000000001,2,5,1,0.1984721002106076,192.168.1.30,192.168.1.193,"CHAIN_00152 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 55 to 55 across 1 windows. The campaign is primarily associated with source community 2 and target community 5, with representative communication from 192.168.1.30 to 192.168.1.193. It contains 41 aggregated suspicious events and has mean severity 0.7615."
CHAIN_00663,131,131,1,scanning,reconnaissance,41,0.7615000000000001,0.7615000000000001,2,2,1,0.1984721002106076,192.168.1.30,192.168.1.49,"CHAIN_00663 represents a reconnaissance campaign dominated by scanning activity, spanning windows 131 to 131 across 1 windows. The campaign is primarily associated with source community 2 and target community 2, with representative communication from 192.168.1.30 to 192.168.1.49. It contains 41 aggregated suspicious events and has mean severity 0.7615."
CHAIN_00172,59,59,1,injection,initial_access_or_exploitation,66,0.7494999999999999,0.7494999999999999,2,1,1,0.19839805115009,192.168.1.30,18.184.104.180,"CHAIN_00172 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 59 to 59 across 1 windows. The campaign is primarily associated with source community 2 and target community 1, with representative communication from 192.168.1.30 to 18.184.104.180. It contains 66 aggregated suspicious events and has mean severity 0.7495."
CHAIN_00210,68,68,1,injection,initial_access_or_exploitation,66,0.7494999999999999,0.7494999999999999,1,3,1,0.19839805115009,192.168.1.31,192.168.1.152,"CHAIN_00210 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 68 to 68 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.152. It contains 66 aggregated suspicious events and has mean severity 0.7495."
CHAIN_00140,53,53,1,dos,disruption_or_impact,122,0.722875,0.722875,2,3,1,0.19829013579998506,192.168.1.30,192.168.1.152,"CHAIN_00140 represents a disruption_or_impact campaign dominated by dos activity, spanning windows 53 to 53 across 1 windows. The campaign is primarily associated with source community 2 and target community 3, with representative communication from 192.168.1.30 to 192.168.1.152. It contains 122 aggregated suspicious events and has mean severity 0.7229."
CHAIN_00711,142,142,1,backdoor,persistence_or_manipulation,95,0.7349912545757702,0.7349912545757702,5,5,1,0.1981783484616555,192.168.1.33,192.168.1.193,"CHAIN_00711 represents a persistence_or_manipulation campaign dominated by backdoor activity, spanning windows 142 to 142 across 1 windows. The campaign is primarily associated with source community 5 and target community 5, with representative communication from 192.168.1.33 to 192.168.1.193. It contains 95 aggregated suspicious events and has mean severity 0.7350."
CHAIN_00170,59,59,1,injection,initial_access_or_exploitation,82,0.741,0.741,1,3,1,0.1981642961149951,192.168.1.31,192.168.1.152,"CHAIN_00170 represents a initial_access_or_exploitation campaign dominated by injection activity, spanning windows 59 to 59 across 1 windows. The campaign is primarily associated with source community 1 and target community 3, with representative communication from 192.168.1.31 to 192.168.1.152. It contains 82 aggregated suspicious events and has mean severity 0.7410."
